Bwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Avg Bwd Segment Size,Packet Length Std,Max Packet Length,Packet Length Variance,Fwd IAT Std,Packet Length Mean,Average Packet Size,Idle Max,Idle Mean,Flow IAT Max,Fwd IAT Max,Idle Min,Flow IAT Std,Min Packet Length,Bwd Packet Length Min,Fwd IAT Total,FIN Flag Count,PSH Flag Count,Flow IAT Mean,Bwd IAT Std,Fwd IAT Mean,Destination Port,URG Flag Count,Fwd Packet Length Min,ACK Flag Count,Bwd IAT Max,Idle Std
0.0,128,128.0,128.0,53.67681064,128,2881.2,0.0,69.2,86.5,0,0.0,47377,3,0,27351.10298,30,128,3,0,0,15794.66667,0.0,3.0,53,0,30,0,4,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,34,0,0,0.0,0,0,0,0,0,34.0,0.0,0.0,39940,1,0,1,0,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,53,0,0,0.0,0,0,0,0,0,53.0,0.0,0.0,41274,1,0,1,0,0.0
0.0,124,124.0,124.0,51.48592041,124,2650.8,0.0,67.6,84.5,0,0.0,30948,3,0,17853.12788,30,124,3,0,0,10333.0,0.0,3.0,53,0,30,0,48,0.0
0.0,0,0.0,0.0,21.36195996,37,456.3333333,0.0,24.66666667,37.0,0,0.0,4,4,0,0.0,0,0,4,0,0,4.0,0.0,4.0,55726,0,0,1,0,0.0
546.1333519,1430,335.2666667,335.2666667,426.1497465,1430,181603.6065,21100000.0,213.1612903,220.2666667,58400000,58200000.0,58400000,58400000,58000000,15000000.0,0,0,117000000,0,1,4026958.621,21200000.0,8341557.143,443,0,0,0,58400000,289251.2212
563.0872692,1418,379.0,379.0,440.4371016,1418,193984.8405,5112965.233,219.9259259,228.3846154,10000000,10000000.0,10000000,10100000,9994850,4280842.581,0,0,59300000,0,1,2370265.88,5240039.34,4558203.615,443,0,0,0,10100000,11609.40747
0.0,0,0.0,0.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,242,242,0,0.0,6,0,242,0,0,242.0,0.0,242.0,51254,0,6,1,0,0.0
982.5558077,3621,1757.513889,1757.513889,1139.839126,3621,1299233.233,3402532.952,1001.559055,1009.507937,10000000,9865177.571,10000000,10100000,8959488,2276469.548,0,0,70500000,0,1,563841.136,2992695.219,1329814.0,443,0,0,0,10100000,400118.8371
0.0,0,0.0,0.0,21.68524844,46,470.25,2.121320344,30.75,41.0,0,0.0,4,4,0,2.121320344,0,0,5,0,0,2.5,0.0,2.5,54644,0,0,1,0,0.0
737.6608662329,2048,942.125,942.125,667.5587781029,2048,445634.722222222,92164.098625282,438.3888888889,464.1764705882,0,0.0,199116,200812,0,67805.8509365465,0,0,405709,0,1,25356.8125,75199.1498941944,50713.625,80,0,0,0,199403,0.0
1.4142135624,64,63.0,63.0,9.0111042609,64,81.2,0.0,53.2,66.5,12839188,12839188.0,12839188,12899305,12839188,7372965.27048046,46,62,12899305,0,0,4325627.0,0.0,12899305.0,53,0,46,0,12916764,0.0
0.0,0,0.0,0.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,3,3,0,0.0,6,0,3,0,0,3.0,0.0,3.0,56264,0,6,1,0,0.0
0.0,62,62.0,62.0,9.237604307,62,85.33333333,0.0,51.33333333,77.0,0,0.0,23586,0,0,0.0,46,62,0,0,0,23586.0,0.0,0.0,53,0,46,0,0,0.0
0.0,6,6.0,6.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,38,0,0,0.0,6,6,0,0,0,38.0,0.0,0.0,55551,1,6,1,0,0.0
884.6667138,1770,589.7777778,589.7777778,627.4827981,1770,393734.6619,4187437.71,314.4761905,330.2,10200000,10200000.0,10200000,10200000,10100000,3542547.638,0,0,23100000,0,1,1646988.842,4725839.553,2309850.7,80,0,0,0,10200000,73355.25748
0.0,0,0.0,0.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,8418,8418,0,0.0,6,0,8418,0,0,8418.0,0.0,8418.0,80,0,6,1,0,0.0
681.4569475973,1460,673.7142857143,673.7142857143,529.7151912335,1460,280598.183823529,1712274.69508954,299.9411764706,318.6875,0,0.0,4893963,4893963,0,1257369.764689,0,2,5270629,0,1,351375.266666667,57917.7349675095,658828.625,443,0,0,0,120398,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,36,0,0,0.0,0,0,0,0,0,36.0,0.0,0.0,53890,0,0,1,0,0.0
0.0,0,0.0,0.0,0.0,0,0.0,3748271.931,0.0,0.0,0,0.0,5340771,5340771,0,3072037.636,0,0,5380685,0,1,1793561.667,0.0,2690342.5,80,0,0,0,0,0.0
0.0,6,6.0,6.0,3.464101615,6,12.0,0.0,2.0,3.0,0,0.0,50,0,0,0.0,0,6,0,0,1,50.0,0.0,0.0,3372,0,0,0,0,0.0
626.135102,1418,439.5652174,439.5652174,512.8180383,1418,262982.3404,5012317.944,253.0851064,258.5869565,10000000,10000000.0,10000000,10100000,9999764,4338512.045,0,0,115000000,0,1,2559639.267,5137676.259,5235625.773,443,0,0,0,10100000,7287.151712
0.0,0,0.0,0.0,27.13546265,53,736.3333333,0.0,21.66666667,32.5,0,0.0,4,4,0,0.0,6,0,4,0,0,4.0,0.0,4.0,46224,0,6,1,0,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,0.0,0,0,1,1,0,1.0,0.0,1.0,443,0,0,0,0,0.0
0.0,127,127.0,127.0,52.5813655205,127,2764.8,0.0,69.4,86.75,0,0.0,122,49,0,42.1465696508,31,127,49,0,0,73.3333333333,0.0,49.0,53,0,31,0,49,0.0
0.0,114,114.0,114.0,38.88830158,114,1512.3,0.0,71.4,89.25,0,0.0,107,49,0,33.77869151,43,114,49,0,0,68.0,0.0,49.0,53,0,43,0,48,0.0
600.2581018936,1430,422.7,422.7,448.2627949466,1430,200939.533333333,28001.3571387372,227.3333333333,238.7,0,0.0,78448,78448,0,24553.9526175766,0,0,363212,0,1,19116.4210526316,48178.3075004832,40356.8888888889,443,0,0,0,115566,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,101,0,0,0.0,0,0,0,0,0,101.0,0.0,0.0,53839,0,0,1,0,0.0
0.0,6,6.0,6.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,88,0,0,0.0,6,6,0,0,0,88.0,0.0,0.0,64662,1,6,1,0,0.0
666.9536716,1448,770.8,770.8,508.8479706,1448,258926.2571,1864993.932,280.6,300.6428571,5293059,5293059.0,5293059,5293059,5293059,1465116.761,0,0,5421963,0,1,417074.0769,18507.17654,677745.375,443,0,0,0,37012,0.0
0.0,74,74.0,74.0,21.3611797427,74,456.3,0.0,50.6,63.25,0,0.0,87183,1,0,50333.9738281544,35,74,1,0,0,29062.3333333333,0.0,1.0,53,0,35,0,3,0.0
893.4903087,2744,822.75,822.75,682.9703778,2744,466448.5369,29751.93627,370.4137931,383.6428571,0,0.0,65837,82861,0,22612.88655,0,0,336045,0,1,12446.11111,38591.46338,22403.0,443,0,0,0,112797,0.0
4095.56617,8688,2898.75,2898.75,2467.850638,8688,6090286.769,37500000.0,918.5384615,995.0833333,99300000,99300000.0,99300000,99300000,99300000,29900000.0,0,0,99300000,0,0,9041447.182,76338.25659,14200000.0,80,0,0,1,137501,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,125,125,0,0.0,0,0,125,0,0,125.0,0.0,125.0,443,0,0,1,0,0.0
0.0,87,87.0,87.0,17.52712184,87,307.2,0.0,67.8,84.75,0,0.0,150,1,0,76.0548048,55,87,1,0,0,66.66666667,0.0,1.0,53,0,55,0,49,0.0
0.0,75,75.0,75.0,17.52712184,75,307.2,0.0,55.8,69.75,0,0.0,125,3,0,61.78457197,43,75,3,0,0,58.33333333,0.0,3.0,53,0,43,0,47,0.0
9.899494937,20,13.0,13.0,2138.329153,5840,4572451.567,677034.1871,1163.3,1292.555556,0,0.0,1658530,1658530,0,586343.1202,0,6,1659239,0,1,207404.875,0.0,276539.8333,51107,0,0,0,49,0.0
0.0,119,119.0,119.0,39.2598183,119,1541.333333,0.0,73.66666667,110.5,0,0.0,664,0,0,0.0,51,119,0,0,0,664.0,0.0,0.0,53,0,51,0,0,0.0
0.0,142,142.0,142.0,41.56921938,142,1728.0,0.0,94.0,141.0,0,0.0,23800,0,0,0.0,70,142,0,0,0,23800.0,0.0,0.0,53,0,70,0,0,0.0
2207.341206,4380,2320.2,2320.2,1980.710254,4380,3923213.111,2765.494621,1291.888889,1453.375,0,0.0,28733,4261,0,10649.106,0,0,4611,0,1,4832.285714,13686.06889,2305.5,80,0,0,0,28733,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,55,0,0,0.0,0,0,0,0,0,55.0,0.0,0.0,43798,1,0,1,0,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4028,4028,0,0.0,0,0,4028,0,0,4028.0,0.0,4028.0,53740,0,0,1,0,0.0
0.0,72,72.0,72.0,9.237604307,72,85.33333333,0.0,61.33333333,92.0,0,0.0,23161,0,0,0.0,56,72,0,0,0,23161.0,0.0,0.0,53,0,56,0,0,0.0
0.0,0,0.0,0.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,230,230,0,0.0,6,0,230,0,0,230.0,0.0,230.0,49390,0,6,1,0,0.0
0.0,0,0.0,0.0,2.9277002188,6,8.5714285714,2372248.30560828,1.7142857143,2.0,0,0.0,4529912,4529912,0,1959382.05561422,0,0,5546380,0,1,1109276.0,0.0,1848793.33333333,80,0,0,0,994330,0.0
0.0,0,0.0,0.0,18.5,37,342.25,1.4142135624,9.25,12.3333333333,0,0.0,3,3,0,1.4142135624,0,0,4,0,0,2.0,0.0,2.0,51858,0,0,1,0,0.0
0.0,137,137.0,137.0,39.2598183,137,1541.333333,0.0,91.66666667,137.5,0,0.0,30266,0,0,0.0,69,137,0,0,0,30266.0,0.0,0.0,53,0,69,0,0,0.0
96.16652224,204,136.0,136.0,68.6789633,204,4716.8,0.0,82.4,103.0,95200000,95200000.0,95200000,95300000,95200000,55000000.0,44,68,95300000,0,0,31800000.0,0.0,95300000.0,53,0,44,0,95200000,0.0
9.899494937,20,13.0,13.0,2650.585648,7215,7025604.278,25395.19357,1292.555556,1454.125,0,0.0,57021,57021,0,21492.31338,0,6,57979,0,1,8282.714286,0.0,11595.8,62055,0,0,0,159,0.0
0.0,132,132.0,132.0,55.86770087,132,3121.2,0.0,70.8,88.5,0,0.0,248,1,0,142.6055165,30,132,1,0,0,83.33333333,0.0,1.0,53,0,30,0,1,0.0
0.0,0,0.0,0.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,3,3,0,0.0,6,0,3,0,0,3.0,0.0,3.0,48370,0,6,1,0,0.0
0.0,114,114.0,114.0,43.8178046,114,1920.0,0.0,66.0,82.5,0,0.0,87558,3,0,50549.61415,34,114,3,0,0,29188.33333,0.0,3.0,53,0,34,0,4,0.0
0.0,45,45.0,45.0,8.76356092,45,76.8,0.0,35.4,44.25,0,0.0,30749,48,0,17737.94596,29,45,48,0,0,10267.0,0.0,48.0,53,0,29,0,4,0.0
0.0,60,60.0,60.0,8.76356092,60,76.8,0.0,50.4,63.0,0,0.0,137,49,0,68.08817812,44,60,49,0,0,63.0,0.0,49.0,53,0,44,0,3,0.0
0.0,61,61.0,61.0,17.52712184,61,307.2,0.0,41.8,52.25,0,0.0,154,48,0,77.52633961,29,61,48,0,0,68.33333333,0.0,48.0,53,0,29,0,3,0.0
0.0,64,64.0,64.0,15.3362316101,64,235.2,0.0,47.2,59.0,0,0.0,60510,3,0,34933.7327378567,36,64,3,0,0,20172.0,0.0,3.0,53,0,36,0,3,0.0
0.0,6,6.0,6.0,3.464101615,6,12.0,0.0,2.0,3.0,0,0.0,14,0,0,0.0,0,6,0,0,1,14.0,0.0,0.0,3878,0,0,0,0,0.0
0.0,79,79.0,79.0,25.7429602,79,662.7,0.0,50.8,63.5,0,0.0,165,1,0,84.45314283,32,79,1,0,0,71.33333333,0.0,1.0,53,0,32,0,48,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3380,3380,0,0.0,0,0,3380,0,0,3380.0,0.0,3380.0,52483,0,0,1,0,0.0
59.39696962,218,176.0,176.0,76.14919566,218,5798.7,0.0,99.2,124.0,80600000,80600000.0,80600000,80700000,80600000,46500000.0,47,134,80700000,0,0,26900000.0,0.0,80700000.0,53,0,47,0,80700000,0.0
20.20725942,111,93.5,93.5,28.93959226,111,837.5,2690458.605,66.0,74.25,0,0.0,4659851,4660014,0,1761237.088,41,76,4660020,0,0,665740.7143,2690407.798,1553340.0,53,0,41,0,4659971,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,94247,0,0,0.0,0,0,0,0,0,94247.0,0.0,0.0,443,1,0,1,0,0.0
3774.237539,8688,2319.0,2319.0,2382.502512,8688,5676318.22,32400000.0,853.7142857,919.3846154,85700000,85700000.0,85700000,85700000,85700000,24700000.0,0,0,85700000,0,0,7151435.083,59743.67344,12200000.0,80,0,0,1,125944,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,28251,0,0,0.0,0,0,0,0,0,28251.0,0.0,0.0,443,1,0,1,0,0.0
0.0,0,0.0,0.0,17.8978583449,31,320.3333333333,0.0,20.6666666667,31.0,0,0.0,3,3,0,0.0,0,0,3,0,0,3.0,0.0,3.0,443,0,0,1,0,0.0
0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12,0,0,0.0,0,0,0,0,0,12.0,0.0,0.0,62882,0,0,1,0,0.0
2118.227235,5792,1656.428571,1656.428571,1619.867552,5792,2623970.886,34900000.0,796.2,853.0714286,85400000,85400000.0,85400000,85400000,85400000,23700000.0,0,0,85500000,0,0,6583554.154,52229.17626,14200000.0,80,0,0,1,130109,0.0
4128.319301,8760,2900.25,2900.25,3113.952607,8760,9696700.839,7068.239385,1453.375,1661.0,0,0.0,1045827,10001,0,426118.661,0,0,10006,0,1,176051.6667,600855.215,5003.0,80,0,0,0,1045827,0.0
1760.597234,4344,1656.428571,1656.428571,1460.334865,4344,2132577.918,44700000.0,852.9285714,918.5384615,100000000,100000000.0,100000000,100000000,100000000,28900000.0,0,0,100000000,1,0,8343565.833,40800000.0,20000000.0,80,0,0,0,100000000,0.0
2181.008184,5792,1932.5,1932.5,1532.359966,5792,2348127.066,28000000.0,721.2352941,766.3125,84100000,84100000.0,84100000,84100000,84100000,21700000.0,0,0,84300000,0,0,5629427.667,104765.9654,9367288.778,80,0,0,1,228087,0.0
734.2245991,2045,465.1904762,465.1904762,544.9531654,2045,296973.9525,5098721.448,232.9555556,238.25,10200000,10100000.0,10200000,10200000,9960004,4450236.428,0,0,116000000,0,1,2699081.233,5205044.806,5275476.955,443,0,0,0,10200000,69781.47727
4873.608203,10136,2898.75,2898.75,2512.573202,10136,6313024.096,21700000.0,819.3125,873.9333333,68700000,68700000.0,68700000,68700000,68700000,18300000.0,0,0,69500000,0,0,4972117.286,472638.3858,6952200.9,80,0,0,1,858947,0.0
0.0,6,6.0,6.0,2.19089023,6,4.8,0.0,3.6,4.5,0,0.0,49,1,0,26.38812864,2,6,1,0,1,18.66666667,0.0,1.0,1723,0,2,0,49,0.0
0.0,6,6.0,6.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,53,0,0,0.0,6,6,0,0,0,53.0,0.0,0.0,50729,1,6,1,0,0.0
0.0,0,0.0,0.0,0.0,6,0.0,0.0,6.0,9.0,0,0.0,171906,171906,0,0.0,6,0,171906,0,0,171906.0,0.0,171906.0,443,1,6,1,0,0.0
3327.769794,7215,2321.4,2321.4,2650.585648,7215,7025604.278,593.2625894,1292.555556,1454.125,0,0.0,625934,941,0,236500.1928,0,0,1043,0,1,89602.42857,312761.5216,521.5,80,0,0,0,625934,0.0
0.0,70,70.0,70.0,20.2657346277,70,410.7,0.0,47.8,59.75,0,0.0,30887,3,0,17831.1743957972,33,70,3,0,0,10297.3333333333,0.0,3.0,53,0,33,0,2,0.0
733.848462,3069,590.2608696,590.2608696,562.1123056,3069,315970.2442,96990.39337,350.7142857,357.0909091,0,0.0,540505,540505,0,73698.59123,0,0,644506,0,1,11935.2963,115033.8294,20790.51613,389,0,0,0,540930,0.0
0.0,0,0.0,0.0,0.0,0,0.0,12306.79834,0.0,0.0,0,0.0,21318,21318,0,12306.79834,0,0,21322,0,0,7107.333333,0.0,7107.333333,0,0,0,0,0,0.0
0.0,98,98.0,98.0,27.93385043,98,780.3,0.0,67.4,84.25,0,0.0,114,3,0,55.7703625,47,98,3,0,0,55.33333333,0.0,3.0,53,0,47,0,49,0.0
0.0,119,119.0,119.0,43.8178046,119,1920.0,0.0,71.0,88.75,0,0.0,166,3,0,93.82075108,39,119,3,0,0,57.66666667,0.0,3.0,53,0,39,0,4,0.0
272.7658336,498,199.2,199.2,243.6082766,498,59344.99242,151701.9073,164.9166667,179.9090909,0,0.0,2589033,400444,0,804697.9632,0,0,656571,0,1,324560.4,1208384.004,131314.2,80,0,0,0,2589104,0.0
0.0,174,174.0,174.0,67.46192342,174,4551.111111,50443.67561,102.8888889,115.75,0,0.0,60192,87397,0,23331.18596,46,174,87449,0,0,12518.14286,15791.98927,29149.66667,53,0,46,0,27379,0.0
